ID,year,title,abstract
WO-2005013594-A1,20040724,"Method for the transmission of additional information in a communication system, exchange device, communication system and user station","The invention relates to a method for the transmission of additional information in a communication system, whereby a first user (A) in a communication system establishes a communication context for a second user (B) in the communication system, and, during the establishment of the communication context, additional information, for example, in the form of adverts, are connected and transmitted to the second user. The adverts sent during call establishment are used to finance the communication connections. The additional information is sent from an additional information device. An exchange device, a communication system and user stations are embodied for carrying out said method. The users can exchange multimedia data as electronic cards."
US-2018165780-A1,20140317,Business intelligence portal,"Systems and methods are provided for pulling clinical data associated with a clinic or healthcare practice. The pulled clinical data can be analyzed and/or compared to other clinical data, such as industry clinical data, and subsequently displayed to a user. Additionally, the pulled clinical data can be analyzed so as to determine and generate one or more suggestive actions for improving the efficiency and/or finances of the clinic or healthcare practice in the context of business workflow management."
US-2004155452-A1,20030212,Time management workbook for a personal success system,"A personal success system includes a system loose-leaf binder ( 1 ) of a convenient size containing predeterminedly formatted sheets that can include a Flash! Action Marker ( 39 ) used in conjunction with Flash! Action Sticky Notes ( 37 ), a life-goal sheet ( 2 ), monthly overview sheets ( 4 ), daily repeat task sheets ( 12 ), weekly repeat task sheets ( 20 ), special project sheets ( 28 ), a key contact card ( 40 ) and an attendance roster ( 41 ) for recording, updating and evaluating tasks of plans for personal-interest factors that include life-long achievement, life-period achievement, education, healthcare, mental development, finance, family, community, religion, nation and any other personal-interest factor selectively. The formatted sheets include organization for yearly, monthly, weekly, daily and hourly scheduling by task for effective and convenient recording, updating and evaluating by hand and by computer selectively. A Student Success Diagnostic ( 56 ) is included for enabling students to score their strengths and weaknesses in the area of time management and productivity. A corresponding Student Success Tips Sheet ( 57 ) is included providing tips and techniques for overcoming points of weakness. A Habit Builder Series ( 38 ) is included for adaptation of the personal success system to all life stages, periods and pursuits."
US-2010332410-A1,20090625,Microfinance funds aggregation for a retail investor,"A computer-implemented system and method supporting microfinance funds aggregation for a retail investor are disclosed. A particular example embodiment includes receiving a purchase request at a host site from an investor at an investor site, the purchase request including information identifying a security offered for sale by a security issuer on the host site; facilitating payment for the security by the investor via a financial site; receiving confirmation of payment for the security; and sending confirmation of payment for the security to the investor."
US-7036276-B1,20030917,Directed lifestyle residential housing structures,"The present invention discloses a residential housing unit that is flexible to serve the changing needs in a family life cycle by providing two living units connected by common space. Each living unit is self-sufficient in that it may contain all the amenities necessary for independent living. Each living unit may be built on its own real estate lot and may be financed separately for ease in buying and selling. The common space may be built so as to divide the property line and may further comprise a removable, common wall."
US-9286636-B2,20120209,Mobile terminal with user identification card including personal finance-related information and method of using a value-added mobile service through said mobile terminal,"The present invention enables a user to receive a financial service anywhere through a mobile terminal equipped with a UIM (User Identification Module) electronic card. In the present invention, a user enters his or her password to a mobile terminal with a UIM card including subscriber telephone number, finance, authorization, and personal information, then, if the entered password is correct, authorization is processed with a remote authorizing server based on the authorization information. After authorization, user&#39;s requesting service, e.g., payment service, transaction particulars inquiry service, prepaid card recharging service is conducted through a mobile network."
WO-2013103941-A1,20130107,Supply chain finance system,"In an electronic supply chain finance system, a method of enabling a supplier to obtain funds includes receiving information from a buyer defining a payment obligation, receiving an offer to sell the payment obligation, and providing electronic instructions to print a negotiable instrument issued by the buyer, to the supplier as payee, having a payable date based on a maturity date of the payment obligation and a payment value based on a payment amount of the payment obligation."
US-7376628-B2,20020412,Methods and systems for carrying out contingency-dependent payments via secure electronic bank drafts supported by online letters of credit and/or online performance bonds,"Methods of carrying out an electronic transaction that includes payment via a secure electronic draft, include steps of establishing a secure computer site that includes a representation of the draft, the site being controlled by a financial service provider and accessible only to authenticated parties to the transaction; creating a first online letter of credit linked to a drawer of the draft and including predetermined terms, satisfaction of the terms being a precondition to the financial service provider extending credit to the drawer; authenticating each party to the draft requesting access to the draft represented at the computer site, and releasing payment on the draft to a drawee of the draft. At least a portion of the released payment may originate from the credit extended to the drawer. An online performance bond may define liquidated damages to be paid to a drawer upon non-performance of the drawee or to the drawee upon non-performance of the drawer. The payment may be released to the drawee of the draft when both drawer and drawee perform, or the liquidated damages may be paid to the drawer upon non-performance of the drawee or to the drawee upon non-performance of the drawer. The online letter of credit may be the basis for modeling all trade finance products, including various types of letters of credit, performance bonds and insurance in a variety of instances. iDraft™ contingencies plus terms and conditions may define all payment connected trade finance products. Individual products may be defined through proper configuration of the present iDraftC™ functionality and software."
US-6934529-B2,20010220,Replenishment of pre-paid wireless telephone accounts using short message service (SMS),"A method for replenishing a pre-paid telecommunications account utilizes the short message service (SMS). When an account balance is low, a pre-paid service control point (PP-SCP) sends a message to a pre-paid payment server which composes an SMS message and sends it to a short message service center (SMSC). The SMSC forwards the message to a mobile switching center (MSC) which passes the message to the subscriber&#39;s mobile unit. A confirmation message is automatically sent in a similar manner back to the pre-paid payment server. To replenish the account, the subscriber composes an SMS message using the mobile unit and sends the message to an MSC which forwards it to the pre-paid payment server via an SMSC. The pre-paid payment server validates the request via a billing and finance system, then sends a message to the PP-SCP for account update."
WO-2006026586-A3,20050830,Web-based automated code delivery,"A method for preventing disablement of a device includes assigning a contract identification code, receiving a loan payment, forwarding the loan payment from a payment center to a finance company having an interest in the device, a code delivery computer determining whether the finance company has received the payment, the code delivery computer determining a previous code released for the device, releasing a new code subsequent to the previous code released for the device if the code delivery computer determines that the finance company has received the payment, the code delivery computer receiving the associated contract identification code from a user via telephony or an internet link, the code delivery computer providing the new code directly to the user via telephony, an internet link, or an email, and the device receiving the code from the user, thereby preventing disablement of the device."
US-6044357-A,19980505,Modeling a multifunctional firm operating in a competitive market with multiple brands,"A computer-implemented method for merging product marketing control, and product inventory control, based on funds availability and funds allocation from the finance division. The computer-implemented method generates a segment-level consumer choice model for a plurality of competing brands, and aggregates that to a market-level consumer choice model. For each of a plurality of feasible marketing strategies, a brand-level demand is estimated, based on the consumer choice models. Based on a predetermined cost for each of the feasible marketing strategies, and on estimated revenues and estimated costs resulting from the corresponding estimated demand, a maximum profit yielding feasible strategy is determined."
US-9992219-B1,20151112,Framework and methodology for supply chain lifecycle analytics,"The various technologies presented herein relate to pertaining to identifying and mitigating risks and attacks on a supply chain. A computer-implemented representation of a supply chain is generated comprising nodes (locations) and edges (objects, information). Risk to attack and different attack vectors can be defined for the various nodes and edges, and further, based upon the risks and attacks, (difficulty, consequence) pairs can be determined. One or more mitigations can be generated to increase a difficulty of attack and/or reduce consequence of an attack. The one or more mitigations can be constrained, e.g., by cost, time, etc., to facilitate determination of how feasible a respective mitigation is to implement with regard to finances available, duration to implement, etc. A context-free grammar can be utilized to identify one or more attacks in the supply chain. Further, the risks can undergo a ranking to enable mitigation priority to be determined."
US-2012130870-A1,20101122,Method and system for budget management,"Provided are methods, systems and computer programs for managing finances such as personal budgets."
US-2006143047-A1,20060227,Clinical trial management system,"A system for designing and monitoring clinical trials includes a main database of information concerning prior clinical trials and resources available to conduct future clinical trials. In part information in the main database is obtained through data links to other databases in the enterprise, e.g., human resources and finance databases. Some of the information in the main database concerns prior clinical trials and is, in part, in the form of a protocol of (a) scheduled visits of a test subject to a treatment site, (b) measurement of prescribed physical attributes of the subject during the visits and (c) administration of at least one prescribed medical product to the subject during the visit to determine over time the subject&#39;s response thereto. The protocols of prior clinical trial are stored in the main database in the form of a software template. Users access the main database through their computers which run programs that permit the design and tracking at the user&#39;s computer of a clinical trial through access to and use of the software templates. Some users may be served indirectly through subsidiary databases distributed globally. These subsidiary databases contain portions of the data in the main database that relates to the geographical regions where they are located. Data synchronization is maintained by assigning exclusive write capability to rows of the database tables to the main database and subsidiary database, respectively. Then the modified rows are periodically exchanged. The protocol is visually displayed to users as a visit map which shows the visits a subject in the clinical trial is to make to a treatment center and what is to occur at each visit. As visits are made information is added to the system so that the progress of the trial can be monitored. If the protocol is in the form of minor tasks that make up a major task, an event manager system can indicate completion of the major task based on information entered in the system about the completion of the related minor tasks. In addition to visual presentation of the protocol, the system can generate reports and issue orders to other operations, e.g., a clinical supplies group, to facilitate the conduct of the trial."
US-2009228369-A1,20090518,Online purchasing system supporting buyer affordability screening,"An online system uses, in various embodiments of the invention, credit report information, loan affordability screening and credit approval and management functionality to facilitate the purchase and finance of products online. The online system may include both sellers of products and lenders that offer financing to buyers seeking to purchase the products. The system may automatically obtain a buyer&#39;s credit report information and use that information to determine if the buyer is pre-approved, for example, to obtain financing for a particular product or products. The system also enables use of buyer credit information to identify only those of a seller&#39;s products for which the buyer is pre-approved, for example, to finance using one or more loans. The system then enables selection of an identified product or products for purchase, and selection of a loan, for example, for financing of the selected product or products. Credit approval (or pre-approval) may be performed automatically, and along with credit processing, may be performed completely online."
US-2006047529-A1,20040831,Practice management consulting system,"A practice management consulting system and related methods are provided for facilitating the communication of business consulting information and advice to a user, without the need for hiring a business consultant. A user of the system can interact with a user interface provided by a browser running on a computing device accessible by the user. Educational materials pertaining to business practice management can be accessed by the user by selecting from a set of links displayed in the user interface. A plurality of user-selectable interactive processes can be made available by the system for analyzing the performance of the user&#39;s business pertaining to the office, finances, overhead, budget, and/or referrals associated with the business. The user can enter business information to be processed by the system. The system can display the results of the processing, comprising business consulting advice pertaining to the business practice of the user."
US-7680729-B2,20060221,Education planning,"Systems and methods are provided for education planning. One method embodiment includes collecting information associated with a cost of obtaining an education and information associated with funding the cost, determining an amount to be financed by using the information associated with the cost and the information associated with funding the cost, and providing a payment plan for financing the amount to be financed, the payment plan including a levelized payment (L) to be made at a number of intervals for a repayment term, wherein the levelized payment is determined by using a net present value (V) associated with more than one funding event over the course of an education program."
US-7580817-B2,20040819,Method and system for predicting solar energy production,"A system, method and computer program product to assist in managing the physical plant mechanisms and market finances for a deregulated electricity grid or regulated utility grid, populated with solar electric generation capacity. This system provides tools to assist grid operators in the scheduling and dispatch of generation resources in an electrical grid populated with solar electric generation capacity, a week in advance, on an hourly basis. It also provides tools to assist companies engaged in generation, distribution and energy marketing, in the electrical power industry, to manage their contractual supply obligations in the day-ahead hourly wholesale market and the spot market, in an electrical grid populated with solar electric generation capacity. This process can also be used to predict solar loading of building structures, using forecast irradiance data as inputs to common building energy modeling programs, a week in advance, on an hourly basis."
WO-2004097560-A3,20040422,Systems and methods for investment decision support,"A decision support computer system, according to various aspects of the present invention, is used by a plurality of users to learn principles of personal finance by competing. The system includes an engine for central processing; a network for communication between each user and the engine for central processing; an engine for identifying to a particular competition a subset of the plurality of users; an engine for modeling financial consequences of a respective series of decisions made by each user of the subset; a graphical user interface engine operative by each user for indicating a decision after associating values of an opportunity to portions of a financial statement; and an engine for recognizing a particular user of the subset as succeeding in the particular competition in response to determining that the particular user’s decisions result in the accumulation of recurring passive income exceeding recurring expenses. Engine functions may be combined to reduce the number of independent engine implementations."
US-8082202-B2,20090217,Market-indexed mortgage system and method,A market-indexed mortgage system and method are provided that enable one or more borrowers to finance or refinance a real estate property and have at least a portion of the payments indexed to local relevant real estate values. The mortgage loan provides upfront liquidity to purchase or refinance the property; the borrower has payment stream going back to a lender (or holder of the note) wherein one or more payments are adjusted or determined based on the index. Such market-based mortgage loans can be pooled in a fund and fund shares can be issued against the fund. The mortgage can be a residential mortgage in which the regular (e.g. Monthly) payments (interest and or principal) fluctuate with a price index for the local house market. Balance upon prepayment can also fluctuate with such an index.
US-2014258083-A1,20130306,Systems and methods for microfinance credit data processing and reporting,"Systems and methods are provided for processing microfinance-related credit data and generating credit reports based on the processed microfinance credit data. Payment status may be determined for each entry in a payment grid, which may correspond to a payment interval such as, for example, daily, weekly or monthly. Credit reports may be generated with selectable options enabling the user to view at least one other payment grid having entries corresponding to a different payment interval."
US-2011166920-A1,20100105,Financial charge rebate,"Aspects of the disclosure relate to assisting credit account holders during economic hardship. More specifically, aspects of the disclosure relate to systems and methods for providing a rebate of at least a portion of a finance charge applied to a credit account. Unlike certain prior art systems and methods, embodiments disclosed herein may benefit both the credit account holder as well as the financial institution that extends the credit account. In one embodiment, it may be determined that several credit accounts meet a threshold of probability of having a charge-off. In certain embodiments, the number of accounts that receive a rebate may be limited to a certain percentage of credit accounts with a non-zero balance."
US-2010280970-A1,20100707,Method for executing a single tranche synthetic abs derivative transaction,A Single Tranche Synthetic ABS product is designed to replicate economics returns of structured finance collateralized debt obligations (SF CDO) securities and allow parties to express a leveraged and/or correlation view on a custom ABS portfolio by transferring a credit risk of a particular transacted tranche of a portfolio in swap format. The inventions described herein account for an available funds cap risk of the ABS securities within the underlying portfolio in a manner equivalent to a cash analog based on the same underlying portfolio with sequential pay structure.
US-7360693-B1,20060720,System and method for a card benefit program providing benefits to program members based on program performance,"The present invention comprises an apparatus and method for a card payment instrument providing that a share of program profits above a pre-designated level is returned to participating recipients at pre-designated intervals such as annually. Participants respond to an offer to participate in the mutual benefit program. After admission to the program, the card issuer tracks the performance according to the desired performance metric for the participants. At certain intervals, such as yearly, the card issuer reports out the financial performance for the period. If the performance exceeded the pre-designated threshold performance, then returns are distributed to participants according to a share methodology. The share methodology can provide that returns are allocated among participants according to various criteria, such as based on non-financial criteria including: periods of inactivity and financial criteria including: spending volume, finance charges, and so forth."
US-2009089126-A1,20081001,Method and system for an automated corporate governance rating system,"A method and system for developing and deploying an automated corporate governance rating software system for reducing the cost of research comprising analyzing data and generating scores. The system further comprises rating the performance of the leadership team, board of directors and executives of public and private companies. The system comprises web portals wherein a user selects a company of interest and a corporate governance score for that company is generated. The method further comprises retrieving the company&#39;s securities filings from the U.S. Securities and Exchange Commission&#39;s (SEC) database, generating the company&#39;s ratings. The method comprises domain-specific natural language questions, extracting concepts based on such a venture and automatically extracting and analyzing data to generate answers based on securities filings at the U.S. SEC. The method further comprises using over 200 corporate governance variables and an algorithm to generate corporate governance ratings and deliver them to the user via a web portal. The natural language processing involves over 2,000 industry key words and terms from the capital and financial markets, and four corporate governance categories including governance and ethics, compensation, auditing and accounting, and finance."
US-2012101943-A1,20100326,E-wallet service method based on a waiting screen application,The present invention provides an E-wallet service method based on a waiting screen application capable of providing payment services for various types of finance company systems through a waiting screen applications installed in various types of terminals without previous registration to finance company.
US-6583521-B1,20000321,Energy management system which includes on-site energy supply,"An energy management system includes one or more electric power generators located at or near a consumer&#39;s premises, to provide power which is dedicated to the needs of that consumer. The power provided by the on-site generators complements that which is delivered via a centralized power grid network. In the event that the power grid is disabled, or is otherwise unable to provide adequate power to the consumer, the on-site generators are switched to provide power to critical equipment. In one embodiment, a computer-driven control facility selectively actuates the on-site generator to intelligently arbitrage between the locally generated power and that which is provided via the grid network, based on a variety of factors. The instantaneous cost of power supplied via the grid network is compared against stored costs of operating the on-site generators, such as the price of fuel required to run the generators, maintenance expenses, other types of service and installation expenses, and finance charges. When these costs are less than the charges for the power provided by the grid network, the central control system actuates the on-site generators, to partially or totally replace power delivered via the grid. Other factors are also employed in the decision whether to activate the on-site generators, such as data relating to weather conditions and peak usage periods. Historical data regarding the consumer&#39;s power usage is employed to predict times when the usage requirements are likely to be high, and thereby actuate the generators to supplement or replace the power provided from the grid."
US-7418424-B2,20060407,Trade finance automation system,"A trade finance automation system includes an accounts receivable database receiving and storing invoices issued by one or more prescribed vendors for sales made to specified buyers. A credit limits database contains various credit limits applicable to buyers invoices that are subject to existing third party financing, the credit limits dictated by factors including terms of said third party financing. A credit limits tester performs substantially real time checking of buyers invoices in the accounts receivable database to ensure compliance with the credit limits set forth in the credit limits database for said buyers."
US-7606754-B2,20020131,Method and system for reconciling equity hedge funds,"A method and system for tracking the compliance of an insurance policy&#39;s portfolio account used to finance benefit obligations containing equity-linked assets distributed among at least one fund category, containing at least one investment vehicle such as equities, bonds, cash, etc. This method monitors the balance of assets included in selected investment vehicles, e.g., equities, bonds, etc. and relates them to new or modified liability allocations. The method identifies a liability balance associated with selected investment vehicles within each of the insurance fund categories, identifies an asset balance associated with the value of equities in the account, and divests a portion of the equity assets when that asset balance exceeds a regulation regarding liability balance. The method further provides an indication for reporting when the asset balance is within the known relation to the liability balance."
WO-0205077-A3,20010706,Method and system for using biometric sample to electronically access accounts and authorize transactions,"A method and system for electronically accessing accounts, such as financeal accounts, and authorizing transactions using a biometric sample. This method and system involves a comparison of a previously recorded biometric sample such as a signature, fingerprint, voice print, retina, iris or facial scan collected from the authorized user and stored prior to an intended electronic transaction with the biometric sample submitted to initiate the request to access the account(s) and authorize the electronic transaction. The recorded biometric sample is used as the sole criteria to initiate the request to access the account and authorize the intended electronic transaction. This method and system is particularly suitable for various types of commercial electronic transactions between a buyer and seller, as well as financial transactions involving cash withdrawal and deposit from a user&#39;s account."
WO-2005060616-A3,20041208,Non-scalar-valued financial instruments,"A method and system is disclosed for creating and using non-scalar valued financial instruments. The method and system addresses the problems caused by limited the value of financial instruments to scalar quantities. Applications of the method and system include recreation, education, therapeutic intervention, and finance."
US-2011270620-A1,20110310,Neurological sentiment tracking system,"Distributed mechanisms are provided for implementing a neurological sentiment tracking system to collect and analyze consumer and business sentiment. Neuro-response data as well as optional survey and interview data may be collected from subjects about personal finance expectations, anticipated hiring expectations, views on prospects for the economy in the short and long term, purchase expectations, etc. Neuro-response data collection mechanisms such as Electroencephalography (EEG) and/or facial emotion encoding can be used along with surveys and interviews to collect data from subjects in a variety of environments. Collected data may be aggregated to aid in economic forecasting and modeling. Data may be continuously collected to provide high temporal resolution. Analysis may also be performed to determine impacts of particular events on sentiment."
US-7756787-B1,20040811,Bill payment optimization using a genetic algorithm,"A genetic algorithm determines a plan for payment of payment obligations in accounts payable of a finance account. The genetic algorithm operates to satisfy certain objectives, including maximizing or minimizing the total amount of payments of the payment obligations on a given day within the amount of cash available for the given day. A genome population including a number of vectors is generated. The genome population is modified using a genetic algorithm, until at least one vector represents an optimal bill payment plan for the payment obligations such that payment of each payment obligation in accordance with the vector most nearly satisfies one or more objectives."
US-8019637-B2,20060707,Method and apparatus for conducting an information brokering service,"A system and method is provided that provides an early indication of consensus of opinion among a number of users regarding an event or observation indicated by a user. Such an opinion may be interesting to an information consumer, who may be interested in determining the outcome of the consensus relating to the event or observation, or may otherwise desire to perform surveillance or survey of a particular issue or subject. Such recognition of early events or observations may be useful in different areas, such as healthcare, finance, etc., where initial observations, if provided early, allow resulting decisions to be made much earlier. The opinion may, for instance, be used as an early indicator of problem with a product, company, etc. that would permit an information consumer to perform an action at a much earlier point than if he/she relied on traditional sources of information. Thus, such opinion information may be invaluable as a tool for monitoring events."
US-5547226-A,19950626,Household filing system,"A filing system for storing, organizing, and handling household documents and data includes a file container in which a series of file folders are supported. Each file folder is provided with a label for a general topic and a related color for ease of identification. In general, red file folders are used for the distribution of information, mail processing, bills to be paid, and paperwork to be filed. Green file folders are used for the documentation of money received and expensed paid out. Orange file folders store information related to auto expenses and insurance, mortgage and loans, and taxes and personal finances. Blue file folders are designated for storage of information relating to legal, medical and dental, and general family matters. Information regarding general household and community matters is stored in yellow file folders. Within each file folder are a plurality of file folders, each labeled with subheadings for topics that are specific subjects relating to the general topic of the larger file folder and provided with the same color as the file folder in which it resides. In addition, selected file folders are provided with one or more icons in addition to topic labels. Each icon represents a cross-reference to another file folder. One icon indicates that further information is contained in another file folder. Another icon indicates that information within the file folder is relevant to filing tax returns. In addition, an icon may indicate that the file folder contains copies of documents which are stored elsewhere; e.g., safe, fireproof box, or sale deposit box. A further icon may indicate that the file folder contains information forms to be completed by the user, so that necessary information is elicited, organized, and stored for easy retrieval."
WO-2017155481-A1,20160629,A method for the sales of immovable properties and an electronic system to implement the same,"A method for the sales of immovable properties and an electronic system by which this method is implemented, characterized by comprising an immovable property (1), wherein said immovable property comprises a bare ownership (1a) and a usufruct (1 b), wherein said bare ownership (1a) preferably comprises at least one bare ownership share (1aa); an immovable property holder (2) of said immovable property (1), wherein said immovable holder (2) comprises a bare ownership holder (2a) or bare ownership shareholder (2aa) and a usufruct holder (2b); a buyer (3) to buy said immovable property (1); a bare ownership buyer (3a) to buy said bare ownership (1a); at least one bare ownership share buyer (3aa) to buy said bare ownership share (1aa); an average life insurance (5a) which changes the value of the usufruct (1b) according to the expected remaining lifetime of the buyer of usufruct (1 b) on a platform wherein said immovable property (1), bare ownership (1a), bare ownership share (1aa) and usufruct (1b) are traded; an insurance company (5) managing said average life insurance (5a) and other insurances; preferably a bank managing the finance of the trade and rental of said rights; a managing company (7) managing said procedures; a buyer (3) or investing company (7) trading said immovable property (1), bare ownership (1a), bare ownership shares (1aa); as well as at least one server (10), at least one software, at least Internet or LAN (8), and communication means (11) providing the implementation of the procedures given above in an electronic setting on said platform."
US-2015019407-A1,20140929,Generating customer-specific vehicle proposals for potential vehicle customers,"Methods, systems and computer program products for generating customer-specific vehicle proposals based on ongoing vehicle finance pay-off information that may be received from a third party entity and stored in a large database. Embodiments of the invention herein disclosed provide for efficient identification of potential customers based on their current vehicle and the ongoing financial obligation related to the current vehicle. A replacement vehicle is identified and a vehicle proposal, such as a sales or lease proposal, is generated for one or more of the identified potential customers."
US-2004138972-A1,20030115,Method of disposing of artwork for financially benefiting charitable organizations,"The present invention generally relates to a system and method for disposing of an art collector&#39;s artwork in a manner which financially benefits charitable organizations. More particularly, the system and method of the present invention combines a variety of financing techniques and strategies create endowment funds for charitable organizations. In particular, the method of the present invention combines the concepts of donating art to related-use organization, fractional gifting of the artwork, gifting of related charitable tax deductions, and gifting of life insurance and financed premiums to other charitable organizations. The method of the present invention creates a “dual legacy”, assisting many charities in establishing present and future endowment funding."
US-2005131730-A1,20050114,Method of disposing of artwork for financially benefiting charitable organizations,"The present invention generally relates to a system and method for disposing of an art collector&#39;s artwork in a manner which financially benefits charitable organizations. More particularly, the system and method of the present invention combines a variety of financing techniques and strategies create endowment funds for charitable organizations. In particular, the method of the present invention combines the concepts of donating art to related-use organization, fractional gifting of the artwork, gifting of related charitable tax deductions, and gifting of life insurance and financed premiums to other charitable organizations. The method of the present invention creates a “dual legacy”, assisting many charities in establishing present and future endowment funding."
US-2016027102-A1,20140724,Method and system for providing electronic financial assistance,A method for providing real-time monitoring of and advice relative to user&#39;s personal finances is provided. One or more financial goals are received from a user. Financial data associated with the user and stored in one or more financial information data sources is accessed. The accessed financial data is analyzed based upon the one or more financial goals. One or more financial recommendations are provided based on the analyzed financial data and responsive to an occurrence of a user event related to an expenditure of user&#39;s funds.
US-2017083978-A1,20150917,Methods and systems for determining a bond program to finance a school district,"Introduced are methods and systems for determining a bond program to finance a school district. First, the system selects a school district that is qualified to participate in a short-term or a hybrid bond program. Second, based on various inputs, the system calculates a bond program that meets the financial and timeline requirements associated with a school district."
US-7797217-B2,20061128,System for managing the total risk exposure for a portfolio of loans,"A computer system for monitoring and enhancing the collateral security underlying a set of loans is provided, including a system for calculating the unsecured value of the set at any time and for initiating additional collateral enhancement instruments when the unsecured value exceeds a certain limit. The system may include a variety of modules in communication with a relational database for storing data about the loans and system elements. The computer system may also be configured to allocate, manage, and execute the waterfall or cascade of funds between and among the various participants in a financial plan. The invention also includes a structured finance plan and related methods for enhancing the collateral security of a loan obtained for a life insurance or annuity product, and a system and method for managing a portfolio of such loans in order to obtain favorable financing and to facilitate securitization."
US-8160915-B2,20060707,Method and apparatus for conducting an information brokering service,"A system and method is provided that provides an early indication of consensus of opinion among a number of users regarding an event or observation indicated by a user. Such an opinion may be interesting to an information consumer, who may be interested in determining the outcome of the consensus relating to the event or observation, or may otherwise desire to perform surveillance or survey of a particular issue or subject. Such recognition of early events or observations may be useful in different areas, such as healthcare, finance, etc., where initial observations, if provided early, allow resulting decisions to be made much earlier. The opinion may, for instance, be used as an early indicator of problem with a product, company, etc. that would permit an information consumer to perform an action at a much earlier point than if he/she relied on traditional sources of information. Thus, such opinion information may be invaluable as a tool for monitoring events."
US-2014330750-A1,20140219,Computer implemented method for transforming bank-owned real property assets and/or bank held mortgage note receivables into a hybrid mortgage/asset - backed security,"A method for transforming bank-owned real property assets and/or bank held mortgage note receivables, suitable for refinancing, into a negotiable hybrid mortgage/asset-backed security. The method includes providing a bank mortgage at a below-market mortgage rate for purchase of the real property or refinance by the mortgagor. The bank mortgage, having a face value, is assigned to a secondary market buyer at a market price less than 120% of the mortgage face value and greater than 30% of the mortgage face value. The face value minus the market price defining mortgage note equity. Using the mortgage note equity or a ratio of 33% of the mortgage face value, a negotiable government security is purchased by the secondary market buyer. The bank mortgage note and government security are then securitized into a single negotiable hybrid security suitable for pledging to a central bank as collateral securing a loan to recycle the process."
US-7536332-B2,20010202,Real life implementation of modern portfolio theory (MPT) for financial planning and portfolio management,"An investment portfolio management method for rebalancing an investor&#39;s securities portfolio based on the specified investment parameters is provided. The method utilizes a conventional mean-variance efficient portfolio frontier analysis, which is often cited in Modern Portfolio Theory (MPT), one of the major scholarly developments in modern finance, finds its way into actual rebalancing the investor&#39;s security portfolio. A new way of constructing market portfolio is also suggested. The method offers an automatic, mathematical solution for asset allocation and cash management in real time, while managing and trading on portfolios of each asset class, e.g. commercial papers, repurchase agreements, money market funds, bonds, stocks, mutual funds, and other derivatives on an automatic mode."
US-2003182215-A1,20020320,Network-enabled method and system for asset finance,"A method for processing asset finance applications uses a web-enabled asset finance system including a web-based front end, a business logic middle tier, a credit scoring engine, and a relational database. The method includes receiving information from a user device via the web-based front end, utilizing the business logic middle tier to supply the received information to the relational database, processing the received information to supply a finance quote, and transmitting the processed information to the user device."
WO-2004077329-A1,20040224,Method of selling commodities and sharing sales profits using internet,"The present invention relates, in general, to a method of selling commodities and sharing sales profits using the Internet and, more particularly, to a method of selling commodities and sharing sales profits using the Internet, which not only allows a commodity purchaser to give a predetermined deposit to a commodity seller, to purchase commodities at low prices, and to be issued both a dividend and an award for contribution previously stipulated by the commodity seller, depending on the contribution level of the amount spent purchasing commodities and the deposit after a predetermined period has elapsed, but also allows the commodity seller to finance a business using funds obtained on the basis of the credit thereof, thus maintaining continuous business relations between the commodity purchaser and the commodity seller."
